time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
14.16364,-0.0048,1.02,0.0026,0,0,0
14.17677,-0.0048,1.02,0.0026,0,0,0
14.18065,-0.0048,1.02,0.0026,0,0,0
14.18516,-0.0048,1.02,0.0026,0,0,0
14.18907,-0.0048,1.02,0.0026,0,0,0
14.19287,-0.0048,1.02,0.0026,0,0,0
14.19667,-0.0048,1.02,0.0026,0,0,0
14.20112,-0.0048,1.02,0.0026,0,0,0
14.20526,-0.0048,1.02,0.0026,0,0,0
14.20923,-0.0048,1.02,0.0026,0,0,0
14.21307,-0.0048,1.02,0.0026,0,0,0
14.21773,-0.0048,1.02,0.0026,0,0,0
14.22173,-0.0048,1.02,0.0026,0,0,0
14.22588,-0.0048,1.02,0.0026,0,0,0
14.23022,-0.0048,1.02,0.0026,0,0,0
14.2343,-0.0048,1.02,0.0026,0,0,0
14.23842,-0.0048,1.02,0.0026,0,0,0
14.24241,-0.0048,1.02,0.0026,0,0,0
14.24675,-0.0048,1.02,0.0026,0,0,0
14.25163,-0.0048,1.02,0.0026,0,0,0
14.25565,-0.0048,1.02,0.0026,0,0,0
14.25997,-0.0048,1.02,0.0026,0,0,0
14.26396,-0.0048,1.02,0.0026,0,0,0
14.26868,-0.0048,1.02,0.0026,0,0,0
14.27239,-0.0048,1.02,0.0026,0,0,0
14.27653,-0.0048,1.02,0.0026,0,0,0
14.28066,-0.0048,1.02,0.0026,0,0,0
14.28519,-0.0048,1.02,0.0026,0,0,0
14.28908,-0.0048,1.02,0.0026,0,0,0
14.29324,-0.0048,1.02,0.0026,0,0,0
14.29721,-0.0048,1.02,0.0026,0,0,0
14.30146,-0.0048,1.02,0.0026,0,0,0
14.30566,-0.0048,1.02,0.0026,0,0,0
14.30971,-0.0048,1.02,0.0026,0,0,0
14.31387,-0.0048,1.02,0.0026,0,0,0
14.31819,-0.0048,1.02,0.0026,0,0,0
14.32254,-0.0048,1.02,0.0026,0,0,0
14.32708,-0.0048,1.02,0.0026,0,0,0
14.33143,-0.0048,1.02,0.0026,0,0,0
14.33573,-0.0048,1.02,0.0026,0,0,0
14.33976,-0.0048,1.02,0.0026,0,0,0
14.34398,-0.0048,1.02,0.0026,0,0,0
14.34824,-0.0048,1.02,0.0026,0,0,0
14.35239,-0.0048,1.02,0.0026,0,0,0
14.3562,-0.0048,1.02,0.0026,0,0,0
14.36021,-0.0048,1.02,0.0026,0,0,0
14.36441,-0.0048,1.02,0.0026,0,0,0
14.36868,-0.0048,1.02,0.0026,0,0,0
14.3726,-0.0048,1.02,0.0026,0,0,0
14.37655,-0.0048,1.02,0.0026,0,0,0
14.38069,-0.0048,1.02,0.0026,0,0,0
14.38592,-0.0048,1.02,0.0026,0,0,0
14.3909,-0.0048,1.02,0.0026,0,0,0
14.39519,-0.0048,1.02,0.0026,0,0,0
14.39979,-0.0048,1.02,0.0026,0,0,0
14.40419,-0.0048,1.02,0.0026,0,0,0
14.40885,-0.0048,1.02,0.0026,0,0,0
14.41324,-0.0048,1.02,0.0026,0,0,0
14.41798,-0.0048,1.02,0.0026,0,0,0
14.42371,-0.0048,1.02,0.0026,0,0,0
14.42883,-0.0048,1.02,0.0026,0,0,0
14.4348,-0.0048,1.02,0.0026,0,0,0
14.43931,-0.0048,1.02,0.0037,0,0,0
14.44459,-0.0037,1.02,0.0048,0,0,0
14.45174,-0.0037,1.02,0.0069,0,0,0
14.45788,-0.0016,1.02,0.0101,0,0,0
14.46388,-0.0005,1.02,0.0132,0,0,0
14.47126,0.0005,1.02,0.0196,0,0,0
14.4768,0.0026,1.02,0.0228,0,0,0
14.48267,0.0048,1.02,0.028,0,0,0
14.48961,0.0058,1.02,0.0365,0,0,0
14.49574,0.009,1.02,0.045,0,0,0
14.50247,0.0132,1.02,0.0608,0,0,0
14.50844,0.0175,1.02,0.0714,0,0,0
14.51378,0.0196,1.02,0.0799,0,0,0
14.51952,0.0228,1.02,0.0905,0,0,0
14.5255,0.0249,1.02,0.1011,0,0,0
14.53109,0.028,1.02,0.1116,0,0,0
14.53673,0.0291,1.02,0.1201,0,0,0
14.54165,0.0323,1.02,0.1286,0,0,0
14.54758,0.0333,1.02,0.1392,0,0,0
14.55366,0.0354,1.02,0.1497,0,0,0
14.55973,0.0365,1.02,0.1624,0,0,0
14.56579,0.0386,1.02,0.1709,0,0,0
14.57167,0.0407,1.02,0.1794,0,0,0
14.57709,0.0407,1.02,0.1878,0,0,0
14.5824,0.0418,1.02,0.1931,0,0,0
14.58786,0.0418,1.02,0.1995,0,0,0
14.5933,0.0429,1.02,0.2058,0,0,0
14.59957,0.0429,1.02,0.2122,0,0,0
