time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
19.76548,-0.0005,1.02,-0.0005,0,0,0
19.778,-0.0005,1.02,-0.0005,0,0,0
19.78166,-0.0005,1.02,-0.0005,0,0,0
19.7857,-0.0005,1.02,-0.0005,0,0,0
19.78963,-0.0005,1.02,-0.0005,0,0,0
19.79333,-0.0005,1.02,-0.0005,0,0,0
19.79717,-0.0005,1.02,-0.0005,0,0,0
19.80099,-0.0005,1.02,-0.0005,0,0,0
19.80558,-0.0005,1.02,-0.0005,0,0,0
19.81456,-0.0005,1.02,-0.0005,0,0,0
19.81829,-0.0005,1.02,-0.0005,0,0,0
19.82195,-0.0005,1.02,-0.0005,0,0,0
19.82666,-0.0005,1.02,-0.0005,0,0,0
19.83044,-0.0005,1.02,-0.0005,0,0,0
19.83408,-0.0005,1.02,-0.0005,0,0,0
19.83816,-0.0005,1.02,-0.0005,0,0,0
19.84259,-0.0005,1.02,-0.0005,0,0,0
19.84674,-0.0005,1.02,-0.0005,0,0,0
19.85073,-0.0005,1.02,-0.0005,0,0,0
19.85456,-0.0005,1.02,-0.0005,0,0,0
19.85865,-0.0005,1.02,-0.0005,0,0,0
19.8625,-0.0005,1.02,-0.0005,0,0,0
19.86642,-0.0005,1.02,-0.0005,0,0,0
19.87023,-0.0005,1.02,-0.0005,0,0,0
19.8741,-0.0005,1.02,-0.0005,0,0,0
19.87783,-0.0005,1.02,-0.0005,0,0,0
19.88201,-0.0005,1.02,-0.0005,0,0,0
19.88631,-0.0005,1.02,-0.0005,0,0,0
19.89109,-0.0005,1.02,-0.0005,0,0,0
19.89493,-0.0005,1.02,-0.0005,0,0,0
19.89891,-0.0005,1.02,-0.0005,0,0,0
19.9027,-0.0005,1.02,-0.0005,0,0,0
19.90717,-0.0005,1.02,-0.0005,0,0,0
19.91088,-0.0005,1.02,-0.0005,0,0,0
19.9146,-0.0005,1.02,-0.0005,0,0,0
19.91825,-0.0005,1.02,-0.0005,0,0,0
19.92228,-0.0005,1.02,-0.0005,0,0,0
19.92705,-0.0005,1.02,-0.0005,0,0,0
19.93114,-0.0005,1.02,-0.0005,0,0,0
19.93552,-0.0005,1.02,-0.0005,0,0,0
19.93979,-0.0005,1.02,-0.0005,0,0,0
19.94388,-0.0005,1.02,-0.0005,0,0,0
19.94793,-0.0005,1.02,-0.0005,0,0,0
19.95178,-0.0005,1.02,-0.0005,0,0,0
19.95592,-0.0005,1.02,-0.0005,0,0,0
19.95988,-0.0005,1.02,-0.0005,0,0,0
19.96377,-0.0005,1.02,-0.0005,0,0,0
19.9677,-0.0005,1.02,-0.0005,0,0,0
19.97153,-0.0005,1.02,-0.0005,0,0,0
19.97554,-0.0005,1.02,-0.0005,0,0,0
19.97917,-0.0005,1.02,-0.0005,0,0,0
19.983,-0.0005,1.02,-0.0005,0,0,0
19.98705,-0.0005,1.02,-0.0005,0,0,0
